Question_ZH-PY,A_ZH-PY,B_ZH-PY,C_ZH-PY,D_ZH-PY,Answer_ZH-PY,Subject_ZH-PY,Subcategory_ZH-PY
lian bang fa lv gui ding xiang ge zhou ti gong er tong fu li ji hua zi jin ， dan qian ti tiao jian shi ci lei ji hua ying gen ju lian bang biao zhun yu yi guan li 。 mei guo lian bang zheng fu zai lian bang fa ting shang qi su mou ge zhou yi huo de jin ling jiu ji ， cheng gai zhou de er tong fu li ji hua （ zhe xie ji hua bu fen di shou dao gen ju gai fa lv bo fu de lian bang zi jin de zhi chi ） wei neng zun xun lian bang biao zhun 。 gai zhou yi shen qing bo hui su song 。 fa ting shi fou you ke neng bo hui su song ？,fou ， yin wei guo hui ke yi dui lian bang zi jin de jie shou gui ding ren he tiao jian 。,fou ， yin wei 《 di shi yi xiu zheng an 》 bing wei jin zhi you mei guo lian bang zheng fu ti qi de su song 。,shi ， yin wei 《 di shi yi xiu zheng an 》 jin zhi zai lian bang fa ting shang dui zhou zheng fu ti qi su song 。,shi ， yin wei dui er tong fu li de bao hu you ge zhou bao liu 。,B,professional_law,law
shang jia chu shou shang pin de bu ke che xiao shu mian bao pan （ shi pan ）,ru guo shou pan ren ti gong yi fen bao han gai bao pan de ge shi he tong ， ze bi xu dan du qian shu 。,you xiao qi wei san ge yue 。,bu ke zhuan rang 。,ji shi ti gong le dui jia ， you xiao qi ye bu de chao guo san ge yue 。,A,professional_law,law
fang dong yong you yi zuo liang ceng lou de jian zhu wu 。 fang dong jiang jian zhu wu ji qi zhou wei de tu di zu gei yi ming zu hu ， zu qi cong  2006  nian  12  yue  1  ri kai shi ， dao  2008  nian  11  yue  30  ri jie shu 。 ta men de zu lin xie yi bao han yi xia tiao kuan ：“ zu hu tong yi mei yue de di yi tian zhi fu  500  mei yuan de zu jin ， bing zai zu yue qi man zhi qian bao chi suo zu jian zhu wu de liang hao wei xiu zhuang tai 。”2007  nian  4  yue  15  ri ， zu hu ju ban le nian du de “ bao shui pai dui ”， ta he ta de peng you men yi qi bu xing dao you ju you ji shui dan ， ran hou zai zu hu de gong yu li he jiu 、 chi fan qing zhu 。 zai he le ji bei jiu zhi hou ， zu hu de yi wei peng you dui zhi yi ta de bu fen kou chu xiang de yi wei pai dui can yu zhe tai du bian de man heng 。 peng you chao zhe na wei pai dui can yu zhe chong guo qu ， hou zhe shan kai hou peng you zhuang dao le qiang shang 。 zhuang ji dao zhi gong yu zhong yi mian qiang zao dao yan zhong sun huai 。 gai zhou shu yu pu tong fa si fa guan xia qu 。 ci wai ， kong zhi fa gui ding guo shi zao cheng sun hai de qi su shi xiao wei zi sun hai yuan yin fa sheng zhi shi qi ji suan de wu nian 。 zai jie shi zu hu zai wei xiu tiao kuan xiang xia de yi wu shi ， yi xia na yi xiang chen shu zui zhun que ？,gen ju wei xiu qi yue ， cheng zu ren dui zheng chang mo sun fu you ze ren 。,gen ju ci wei xiu qi yue ， cheng zu ren dui suo you que xian ， bao kuo qiang bi sun huai ， fu you ze ren 。,you yu fang dong dui zu lin wu ye fu you ji ji wei xiu ze ren ， cheng zu ren de wei xiu qi yue bei ren wei wei fan gong gong zheng ce er wu xiao 。,cheng zu ren fu you bao chi zu lin wu ye liang hao wei xiu de yi wu ， fang dong yin ci bu xu pi lu ren he qian zai que xian 。,B,professional_law,law
you yi wei xin ren jia ru le yi ge bu zhi ming di fang de xiao zhen ， bing zai na li zhao dao le yi fen dan ren shi zheng gong zuo ren yuan de gong zuo 。 shi zheng shou ce gui ding ， xin ren zai gong zuo de qian san nian yao xiang gai shi de yuan gong fu li ji jin jiao na geng duo de fei yong 。 xin ren ju jue zhi fu bi qi ta yuan gong geng gao de jiao kuan ， yu shi ta bei jie gu le 。 ta shi fou neng cheng gong di ti chu ping deng bao hu de lun ju lai zheng qu zi ji de gong zuo ？,fou ， ta bu shu yu ke yi lei bie de yi yuan ， yin wei zai jiu ye fa zhong bu ke neng cun zai yi ge ren shu yu “ du te lei bie ” de xian xiang 。,fou ， yao qiu jiao kuan bing fei bu he li ， yin ci wu fa zhi chi ping deng bao hu de lun dian 。,shi ， ta ke yi sheng cheng zi ji shu yu zao shou qi shi de du te lei bie 。,shi ， ta ke yi sheng cheng zi ji shi yi qun xin ren zhong de yi yuan ， zhe xie xin ren gang lai qie shou dao le yu qi ta ren bu tong de dai yu ， ji shi ta shi ta mu qian suo zhi de wei yi xin ren 。,A,professional_law,law
yi jing cha jie dao yi ge kai gong si de peng you de dian hua 。 peng you gao su ta you ge xing ge lu mang de qian yuan gong gei ta da sao rao dian hua ， hai wei xie ta 。 ta gei gai jing cha fa song chuan zhen ， yong yi duan hua gai kuo le zhe jian shi 。 gai jing cha shen wen le qian yuan gong ， hou zhe ma sheng bu duan ， jian jue fou ren zi ji da guo dian hua 。 gai jing cha yi xing shi sao rao he fei fa shi yong tong xin she bei wei you dai bu le ta ， bing shuo ：“ wo yao gei ni dian jiao xun 。” dan zhe qi xing shi an jian zai yu shen shi bei che xiao ， yin wei gai jing cha wu fa ti chu zheng ju zheng ming qian yuan gong gei gong si da guo dian hua 。 ran hou ， qian yuan gong yi e yi su song de qin quan xing wei wei you qi su gai jing cha he gong si lao ban 。 pao kai gai jing cha shi fou ke yi bei huo mian bu tan ， qian yuan gong neng fou ti chu zu yi zhi chi e yi su song an jian de shi shi ？,bu neng ， yin wei gai jing cha cong gong si lao ban na li de dao le zu gou de shi shi ， ke yi que ding ta dui qian yuan gong ti qi de xing shi zhi kong de yao su 。,neng ， you zu gou shi shi gong qian yuan gong que ding e yi su song qin quan xing wei de ji ben yao su 。,bu neng ， yin wei ji shi wu fa zheng ming ， gong si lao ban hai shi zhi dao shi qian yuan gong da di dian hua 。,neng ， gai jing cha bu zheng dang li an shi ， jiu gou cheng le lan yong fa lv cheng xu 。,B,professional_law,law
yi ming yuan gao qi su yi jia bao xian gong si ， yi zhui hui ren shou bao xian shou yi 。 zai shen pan zhong ， fa ting mian lin de wen ti shi bei bao xian ren de zheng que chu sheng ri qi 。 ru guo xia lie ge xiang bei cheng jiao yi zheng ming bei bao xian ren de zheng que chu sheng ri qi ， ze xia lie na yi xiang shi bu ke jie shou de ？,yi zhang ke you jia ting cheng yuan nian ling de quan jia fu zhao pian 。,yi ben zai feng ye shang xie you bei bao xian ren chu sheng ri qi de jia yong sheng jing 。,yi zhang bei bao xian ren chu sheng zheng ming de zhao pian 。,yi fen bei bao xian ren xiong di de xuan shi zheng ci ， zheng ming bei bao xian ren de chu sheng ri qi 。,D,professional_law,law
yi wei yi shuang shi yi dong gong yu lou de yong jiu suo you quan yong you zhe 。 zhe wei yi shuang qi cao le yi fen yi zhu ， jiang gong yu lou zeng yu sun nv ， bing jiang sheng yu cai chan zeng yu ta de peng you he zhu li 。 yi nian hou ， sun nv zai mei you liu xia yi zhu de qing kuang xia qu shi ， ta de er zi bian cheng le ta wei yi zai shi de fa ding ji cheng ren 。 gai si fa guan xia qu de xian xing fa gui ru xia ：“ ru guo zu fu mu huo zu fu mu de zhi xi hou yi de shou yi zeng ren zai yi zhu zhi xing shi si wang huo wei neng zai yi zhu ren qu shi hou cun huo ， ze si zhe de hou dai ying ji cheng bei ji cheng ren zai yi zhu zhong de fen e 。” zhe wei yi shuang sui hou qu shi ， ta de yi zhu huo de le yi zhu ren zheng 。 peng you 、 zhu shou he er zi zhi jian jiu gong yu lou de suo you quan fa sheng le zheng yi 。 er zi shi fou you quan huo de gong yu lou de ren he fen e huo quan yi ？,shi ， yin wei gen ju fan yi zeng shi xiao fa gui ， sun nv de quan yi jiang zhuan yi gei ta de er zi 。,shi ， yin wei yu gai kuo zeng yu shi xiao you guan de gui ze bu shi yong yu te ding de yi zeng 。,shi ， yin wei wu yi zhu ji cheng bu shi yong yu jiang suo you quan zhuan gei te ding de shou yi zeng ren 。,fou ， yin wei sun nv xian yu zhe wei yi shuang qu shi ， gen ju yi zhu zhong de sheng yu cai chan tiao kuan ， gong yu lou de suo you quan zhuan gei le peng you he zhu li 。,A,professional_law,law
yi ge lian bang da pei shen tuan zhao kai hui yi ， diao cha wai guo zheng fu she xian hui lu zong tong te bie gu wen yi an 。 da pei shen tuan zheng zai diao cha wai guo zheng fu wei huo de bei mei guo guo wu yuan jin yun de yun shu ji er zuo chu de nu li 。 si fa bu shi tu cha ming wai guo zheng fu shi fou xiang te bie gu wen he mei guo zheng fu qi ta cheng yuan xing hui ， yi que bao yun shu ji de jiao fu 。 te bie gu wen zai da pei shen tuan mian qian zuo zheng shuo ， ta he zong tong dou yu wai guo zheng fu zhu mei guo da shi ju xing guo ji ci hui yi 。 ta shuo ， zai zhe xie hui yi shang ， ta men tao lun le ben di qu de yi ban wen ti 。 bu guo ， ta fou ren can yu le wai guo zheng fu wei que bao jiao fu yun shu ji suo zuo de nu li 。 te bie gu wen zuo zheng liang zhou hou ， da pei shen tuan ti chu qi su ， zhi kong ta he ling wai liang ming zong tong mu liao mi mou xing hui he mi mou qi pian mei guo zheng fu 。 si fa bu sui hou ren ming le yi ming te bie jian cha guan ， wei zheng fu li an zuo zhun bei 。 gen ju te bie jian cha guan de dong yi ， si fa bu fa chu le chuan piao ， yao qiu zong tong chu shi ta yu wai guo zheng fu te bie gu wen he da shi de hui wu ji lu 。 te bie jian cha guan tong guo zhi qian chuan huan de an pai ji lu ， que ding le zhe xie hui mian di que qie ri qi 。 zong tong gong bu le ji fen jing guo bian ji de tan hua ji lu 。 tong yi tian ， zong tong de lv shi ti chu dong yi ， yao qiu che xiao chuan piao ， sheng cheng yong you jue dui de xing zheng te quan 。 guan yu zong tong sheng cheng de xing zheng te quan ， yi xia na xiang biao shu zui wei zhun que ？,gen ju fen quan yuan ze ， lian bang si fa ji gou wu quan shen cha zong tong guan yu xing zheng te quan de zhu zhang 。,chu yu dui gao ceng tong xin bao mi de xu yao ， zong tong zai ren he qing kuang xia dou xiang you jue dui wu tiao jian de si fa cheng xu huo mian te quan 。,di san tiao bing mei you fu yu lian bang fa yuan jie jue nei bu zheng yi de quan li 。,di er tiao bing mei you fu yu zong tong zai xing shi jian kong zhong ju jue gong kai zheng ju de jue dui 、 wu tiao jian de te quan 。,D,professional_law,law
bei gao he ta de peng you zai jie shang xing zou shi yu dao shou hai zhe 。 peng you zhuan xiang bei gao shuo ， shou hai zhe qian ta yi xie qian 。 peng you sui hou lan xia shou hai zhe ， bing yao qiu huan qian 。 shou hai zhe ju jue fu kuan 。 peng you tu ran dui bei gao shuo ：“ ba qiang gei wo 。 wo yao ba zhe ge bai lei chu diao 。” bei gao ba ta de qiang gei le peng you ， peng you kai qiang jiang shou hai zhe sha si 。 dang peng you he bei gao yao li kai shi ， bei gao dui ta de peng you shuo ：“ ba qiang huan gei wo 。 wo jue de zhe ge jia huo hai huo zhe 。” ran hou bei gao xiang shou hai zhe de shen ti zai bu kai liang qiang 。 bei gao bu zhi dao de shi ， shou hai zhe yi jing si le 。 yi xia na yi xiang shi bei gao ke neng bei pan ding de zui yan zhong de zui ming ？,qi tu mou sha 。,mou sha 。,yong zhi ming wu qi gong ji 。,cang ni zhi ming wu qi 。,B,professional_law,law
bei gao yin yi ti gong mian fei du jia she shi de fang shi hui lu mou zheng fu cai gou guan yuan er shou shen 。 dang  FBI  diao cha yuan zhao dao bei gao shi ， bei gao shuo ta yao qing gai cai gou guan yuan qian wang bei gao de shan jian xiao wu du jia shi bang peng you yi ge mang ， yu ta zai zheng fu ren zhi wu guan 。 bei gao hai gao su gai diao cha yuan ， ta ke yi tou lu you guan yi ge da gui mo qi zha shi jian de “ zhi shou ke re ” de xiao xi ， yi huan qu gai diao cha yuan cheng nuo “ bu zai guan zhu yi ci xiao xiao de du jia ”。 gai diao cha yuan guan yu bei gao ti chu yao tou lu xiao xi de zheng ci shi fou ke yi cai xin ？,fou ， yin wei zhe shi bu shu yu ren he li wai de chuan wen zheng ju 。,fou ， yin wei bei gao shi zai xie shang jie jue yi ci xing shi diao cha zhong ti chu de 。,shi ， zuo wei gai diao cha yuan gen ju fa lv gui ding de zhi ze guan cha dao bing shang bao de shi jian yu yi cai xin 。,shi ， zuo wei dui fang dang shi ren de chen shu yu yi cai xin 。,D,professional_law,law
yi ming jian zhu gong ren zai yi dong xin jian zhu de shi gong xian chang gong zuo 。 jian zhu nei an zhuang de kai fang shi dian ti you dian ti zhi zao shang an zhuang ， yong yu yun song gong ren he jian zhu cai liao 。 gong ren cheng zuo dian ti shi ， you yu dian ti de zhi zao que xian ， ta zai lou ceng zhi jian ting zhu le 。 gong ren hu jiu ， bing wei gan dao wei xian ， zai deng dai  15  fen zhong hou ， ta bian de jiao lv bing cong  12  ying chi gao de di fang tiao xia ， shi tu tuo shen 。 ta luo di shi bei bu yan zhong shou shang 。 gong ren dui dian ti zhi zao shang ti qi su song ， yao qiu dui qi bei bu shang hai jin xing pei chang ， gong ren you ke neng huo de  100%  de sun hai pei chang pan jue ma ？,bu ke neng ， yin wei ci lei feng xian shu yu jian zhu gong zuo gu you feng xian 。,bu ke neng ， yin wei gong ren zai jing zhi de dian ti nei bing wu wei xian 。,you ke neng ， yin wei dian ti ting xia lai shi yin wei zhi zao que xian 。,you ke neng ， yin wei gong ren bei fei fa ju jin zai jing zhi de dian ti li 。,B,professional_law,law
yi wei mu jiang gong zuo yi zheng tian hou ， wan shang kai che hui jia 。 ta kai che xiang bei shi xiang yi ge shi zi lu kou 。 shi zi lu kou you hong lv deng 。 mu jiang qian fang dang shi shi lv deng ， yu shi mu jiang ji xu jia che tong guo shi zi lu kou 。 yi liang gong gong qi che cong xi mian shi ru shi zi lu kou ， meng di zhuang shang le mu jiang de qi che 。 mu jiang zai che huo zhong yan zhong shou shang ， zai yang shang qi jian dan wu le ji ge xing qi de gong zuo 。 yi xia na xiang shi shi huo tui lun （ ruo shu shi ） zai mu jiang xiang gong gong qi che si ji ti qi de su song zhong zui you yong ？,gong gong qi che si ji guo qu ceng shou dao guo san zhang chao su fa dan 。,mu jiang de che zhuang kuang liang hao ， jiu zai shi gu fa sheng qian yi zhou hai tong guo le an quan jian cha 。,shi gu fa sheng qian yi tian ， shi zi lu kou de jiao tong xin hao deng jing guo jian cha ， fa xian yun xing zheng chang 。,gong gong qi che si ji zai mei you jia shi zheng de qing kuang xia jia shi gong jiao che ， wei fan le 《 zhou ji dong che liang fa 》。,C,professional_law,law
yi nan zi zou jin dang di yi jia ling shou dian ， zhao dao lao ban 。 gai nan zi jie shi shuo ta zheng zai can jia dang di de yi chang gong yi pao bu huo dong ， xi wang lao ban ke yi zan zhu ta 。 lao ban ren wei zhe zhong bao guang dui ta de sheng yi you hao chu ， yu shi tong yi le ， dan yao qiu gai nan zi pao bu shi chuan shang yin you gai ling shou dian biao shi de  T  xu 。 gai nan zi xin ran ying yun 。 lao ban yi wei zan zhu shi zhi wei gong yi pao bu zhong mei pao yi ying li zhi fu yi ding de fei yong 。 ran er ， gai nan zi chu le xi wang lao ban wei ta mei pao yi ying li zhi fu fei yong zhi wai ， hai yao zhi fu ta de ru chang fei ， bing qie dao zhong dian xian ying jie gai nan zi 。 jia she gai nan zi he dian zhu qian ding le ke qiang zhi zhi xing de he tong 。 dui yu gen ju lao ban ren wei de yi si que ding shuang fang de yi si biao shi shi you xiao de ， yi xia na yi xiang （ ru guo wei zhen ） mei you bang zhu ？,gai she qu de qi ta gong yi pao bu huo dong de guan li he lao ban de li jie xiang tong ， ji zan zhu ren jin fu ze wei gong yi pao bu zhong mei pao yi ying li zhi fu yi ding de fei yong 。,yi ge he li ke guan de ren hui ren wei shuang fang de yi si biao shi ju you lao ban suo ren wei de yi si 。,zai qian ding xie yi shi ， gai nan zi you li you zhi dao lao ban dui shuang fang yi si de li jie ， sui ran lao ban bu zhi dao gai nan zi de li jie he zi ji bu tong 。,lao ban zhu guan di ren wei gai nan zi ming bai lao ban zhi you yi wu wei gong yi pao bu zhong mei pao yi ying li zhi fu yi ding de fei yong 。,D,professional_law,law
Bill， yi wei dan shen nan zi ， zai fu luo li da zhou  Deerwoods  you ge mu chang ， ta jiang mu chang zu gei le yi ge zu hu 。 ta zai mai a mi hai tou zi le yi tao gong yu 。 zai yi zhu zhong ， ta jiang mu chang liu gei er zi  Tommy， jiang gong yu liu gei nv er  Julie。 qi ta suo you zi chan jiang you  Tommy  he  Julie  ping fen 。Bill  yu jian le  Kathy  bing jie hun le ， hun qian qian shu le yi fen you xiao de hun qian xie yi ，Kathy  fang qi le yu  Bill  jie hun er ke neng xiang you de suo you quan li 。 ta men zai mai a mi mi yue qi jian ， kai che jing guo le gong yu ，Kathy  biao shi ta hen xiang zhu zai na li 。 liang ren en ai you jia yi zhi yu  Bill  zai mi yue hou qian shu bing jiao fu gei  Kathy  yi fen qi yue ， jiang gong yu zhuan wei fu qi wan quan gong you cai chan ， bing ji hua zai zu hu ban chu hou zhu jin gong yu 。Bill  di er tian qu shi 。 shang shu zi chan ru he fen pei ？,Kathy  wu lun hun qian xie yi ru he ， de dao gong yu ，Tommy  huo de mu chang ，Tommy  he  Julie  ping fen yi chan sheng yu yi chan 。,you yu  Kathy  de hun qian xie yi ，Tommy  huo de mu chang ，Julie  huo de gong yu ，Tommy  he  Julie  ping fen sheng yu yi chan 。,Kathy  de dao gong yu ， dan you yu  Bill  zui chu biao shi ta da suan jiang zi chan ping fen gei zi nv ，Tommy  he  Julie  jiang ping fen sheng yu yi chan 。,wu lun hun qian xie yi ru he ，Kathy  shi yi shuang 。 you yu  Bill  liu xia de zhi xi hou dai bu shi  Kathy  de ，Kathy  huo de  50%  yi chan ，Tommy  huo de mu chang ，Tommy  he  Julie  ping fen sheng yu yi chan 。,A,professional_law,law
yi ming fang zhu ju zhu zai jin shu zhi zao gong chang de xia po di shang 。 ta qi su gong chang suo you zhe he gong chang suo yong rong ji de gong ying shang 。 ta sheng cheng ， zhu yao cheng fen wei rong ji de wu ran wu bei pai fang dao gong chang de di xia ， yi jing bing hui ji xu qian yi dao ta de di chan ， shi de tu rang 、 di xia shui he ta de shui jing dou bei wu ran 。 ta zhi cheng ， gong chang suo you zhe you ge zhong shu hu xing wei ， dao zhi wu ran wu pai fang dao di xia 。 ta hai zhi cheng ， rong ji gong ying shang de yuan gong ye cun zai shu hu xing wei ， zai gei gong chang de wu ding chu guan guan zhuang shi ， jing chang jiang yi xie rong ji sa dao di mian shang 。 rong ji gong ying shang shen qing jian yi pan jue ， ren wei ru guo cun zai ren he wu ran ， gong chang suo you zhe he gong ying shang ge zi zao cheng de wu ran liang bing bu que ding ， yin ci fang zhu wu fa zheng ming zhe liang fang ge zi dui ta zao cheng le duo da de sun hai 。 ye mei you zheng ju biao ming gong chang suo you zhe he rong ji gong ying shang yi zhi xing dong guo 。 na me ， fa yuan shi fou ying gai pi zhun jian yi pan jue dong yi ？,bu ying gai ， yin wei gong tong qin quan ren dui bu ke fen shang hai fu you lian dai ze ren 。,bu ying gai ， yin wei rong ji gong ying shang dui gong chang suo you zhe zao cheng de sun hai cheng dan ti dai ze ren 。,ying gai ， yin wei bu cun zai zhen dui rong ji gong ying shang fen pei sun hai pei chang jin de yi ju 。,ying gai ， yin wei mei you zheng ju biao ming gong chang suo you zhe he rong ji gong ying shang yi zhi xing dong guo 。,A,professional_law,law
